symbol,name,sector,industry
AGX,Argan Inc,INDUSTRIAL,FACIL
AIMC,Altra Industrial Motion Corp,INDUSTRIAL,ELECTREQUIP
AIN,Albany International Corp.,INDUSTRIAL,MACHINE
AIR,AAR Corp,INDUSTRIAL,TRAINTRUCK
AIRI,Air Industries Group Inc,INDUSTRIAL,AERODEF
AIRT,Air T Inc,INDUSTRIAL,TRAINTRUCK
AIT,Applied Industrial Technologies Inc,INDUSTRIAL,INDLDIST
AJRD,Aerojet Rocketdyne Holdings Inc,INDUSTRIAL,AERODEF
ALG,Alamo Group Inc.,INDUSTRIAL,TRANSPORTEQUIP
ALGT,Allegiant Travel Co,INDUSTRIAL,PASSENGERTRANS
ALK,Alaska Air Group Inc.,INDUSTRIAL,PASSENGERTRANS
AME,AMETEK Inc,INDUSTRIAL,MACHINE
AMOT,Allied Motion Technologies Inc,INDUSTRIAL,ELECTREQUIP
AMSC,American Superconductor Corp,INDUSTRIAL,ELECTREQUIP
AOS,A. O. Smith Corp,INDUSTRIAL,MACHINE
APWC,Asia Pacific Wire & Cable Corp,INDUSTRIAL,ELECTREQUIP
ARCB,ArcBest Corp,INDUSTRIAL,TRAINTRUCK
ARTW,Art's Way Manufacturing Co. Inc,INDUSTRIAL,MACHINE
ASR,Grupo Aeroportuario del Sureste SAB de CV,INDUSTRIAL,TRAINTRUCK
ASTE,Astec Industries Inc.,INDUSTRIAL,MACHINE
ATRO,Astronics Corp,INDUSTRIAL,AERODEF
ATSG,Air Transport Services Group Inc,INDUSTRIAL,TRAINTRUCK
AVAV,AeroVironment Inc,INDUSTRIAL,AERODEF
AXON,Axon Enterprise Inc,INDUSTRIAL,AERODEF
AYI,Acuity Brands Inc.,INDUSTRIAL,ELECTREQUIP
AZPN,Aspen Technology Inc,INDUSTRIAL,MACHINE
AZZ,AZZ Inc,INDUSTRIAL,ELECTREQUIP
B,Barnes Group Inc,INDUSTRIAL,MACHINE
BA,Boeing Co,INDUSTRIAL,AERODEF
BECN,Beacon Roofing Supply Inc,INDUSTRIAL,INDLDIST
BEEM,Beam Global,INDUSTRIAL,ELECTREQUIP
BIP,Brookfield Infrastructure Partners LP,INDUSTRIAL,TRAINTRUCK
BKEP,Blueknight Energy Partners LP,INDUSTRIAL,DELIVERY
BLDP,Ballard Power Systems Inc,INDUSTRIAL,ELECTREQUIP
BLDR,Builders FirstSource Inc,INDUSTRIAL,INDLDIST
BMI,Badger Meter Inc.,INDUSTRIAL,MACHINE
BRN,Barnwell Industries Inc,INDUSTRIAL,FACIL
BWXT,BWX Technologies Inc,INDUSTRIAL,AERODEF
BXC,BlueLinx Holdings Inc,INDUSTRIAL,INDLDIST
CAE,CAE Inc.,INDUSTRIAL,AERODEF
CAT,Caterpillar Inc,INDUSTRIAL,MACHINE
CBAT,CBAK Energy Technology Inc,INDUSTRIAL,ELECTREQUIP
CEA,China Eastern Airlines Corp Ltd,INDUSTRIAL,PASSENGERTRANS
CECE,CECO Environmental Corp.,INDUSTRIAL,MACHINE
CFX,Colfax Corp,INDUSTRIAL,MACHINE
CGNX,Cognex Corp,INDUSTRIAL,MACHINE
CHNR,China Natural Resources Inc,INDUSTRIAL,INDLDIST
CHRW,C.H. Robinson Worldwide Inc.,INDUSTRIAL,DELIVERY
CIR,CIRCOR International Inc,INDUSTRIAL,MACHINE
CMCO,Columbus McKinnon Corp,INDUSTRIAL,MACHINE
CMI,Cummins Inc.,INDUSTRIAL,TRANSPORTEQUIP
CMRE,Costamare Inc,INDUSTRIAL,TRAINTRUCK
CMT,Core Molding Technologies Inc.,INDUSTRIAL,TRANSPORTEQUIP
CNI,Canadian National Railway Co,INDUSTRIAL,TRAINTRUCK
CODA,Coda Octopus Group Inc,INDUSTRIAL,MACHINE
COHR,Coherent Inc,INDUSTRIAL,MACHINE
CP,Canadian Pacific Railway Ltd,INDUSTRIAL,TRAINTRUCK
CPA,Copa Holdings SA,INDUSTRIAL,PASSENGERTRANS
CPST,Capstone Turbine Corp,INDUSTRIAL,ELECTREQUIP
CR,Crane Co.,INDUSTRIAL,MACHINE
CSIQ,Canadian Solar Inc,INDUSTRIAL,ELECTREQUIP
CSX,CSX Corp,INDUSTRIAL,TRAINTRUCK
CUB,Cubic Corp,INDUSTRIAL,TRANSPORTEQUIP
CVGI,Commercial Vehicle Group Inc,INDUSTRIAL,TRANSPORTEQUIP
CVLG,Covenant Logistics Group Inc,INDUSTRIAL,TRAINTRUCK
CVU,CPI Aerostructures Inc,INDUSTRIAL,AERODEF
CW,Curtiss-Wright Corp,INDUSTRIAL,AERODEF
CYD,China Yuchai International Ltd,INDUSTRIAL,TRANSPORTEQUIP
CYRX,Cryoport Inc,INDUSTRIAL,DELIVERY
DAC,Danaos Corp,INDUSTRIAL,TRAINTRUCK
DAL,Delta Air Lines Inc,INDUSTRIAL,PASSENGERTRANS
DCI,Donaldson Co Inc.,INDUSTRIAL,MACHINE
DCO,Ducommun Inc,INDUSTRIAL,AERODEF
DDD,3D Systems Corp,INDUSTRIAL,MACHINE
DE,Deere & Co,INDUSTRIAL,MACHINE
DNN,Denison Mines Corp,INDUSTRIAL,FACIL
DOV,Dover Corp,INDUSTRIAL,MACHINE
DSX,Diana Shipping Inc,INDUSTRIAL,TRAINTRUCK
DXPE,DXP Enterprises Inc,INDUSTRIAL,INDLDIST
DY,Dycom Industries Inc.,INDUSTRIAL,FACIL
ECHO,Echo Global Logistics Inc,INDUSTRIAL,TRAINTRUCK
EGLE,Eagle Bulk Shipping Inc,INDUSTRIAL,TRAINTRUCK
ELSE,Electro-Sensors Inc,INDUSTRIAL,MACHINE
EME,EMCOR Group Inc.,INDUSTRIAL,FACIL
EMKR,EMCORE Corp,INDUSTRIAL,AERODEF
EMR,Emerson Electric Co.,INDUSTRIAL,MACHINE
ENG,ENGlobal Corp,INDUSTRIAL,FACIL
ENS,EnerSys,INDUSTRIAL,ELECTREQUIP
EPAC,Enerpac Tool Group Corp,INDUSTRIAL,MACHINE
ERII,Energy Recovery Inc,INDUSTRIAL,MACHINE
ERJ,Embraer SA,INDUSTRIAL,AERODEF
ESE,ESCO Technologies Inc.,INDUSTRIAL,MACHINE
ESEA,Euroseas Ltd,INDUSTRIAL,TRAINTRUCK
ESLT,Elbit Systems Ltd,INDUSTRIAL,AERODEF
ESP,Espey Manufacturing & Electronics Corp.,INDUSTRIAL,AERODEF
ETN,Eaton Corp Plc,INDUSTRIAL,ELECTREQUIP
EVI,Evi Industries Inc,INDUSTRIAL,INDLDIST
EXPD,Expeditors International of Washington Inc.,INDUSTRIAL,DELIVERY
FARO,FARO Technologies Inc,INDUSTRIAL,MACHINE
FAST,Fastenal Co,INDUSTRIAL,INDLDIST
FCEL,FuelCell Energy Inc,INDUSTRIAL,ELECTREQUIP
FDX,FedEx Corp.,INDUSTRIAL,DELIVERY
FELE,Franklin Electric Co Inc,INDUSTRIAL,MACHINE
FERG,Ferguson PLC,INDUSTRIAL,INDLDIST
FIX,Comfort Systems USA Inc.,INDUSTRIAL,FACIL
FLR,Fluor Corp,INDUSTRIAL,FACIL
FLS,Flowserve Corp.,INDUSTRIAL,MACHINE
FLUX,Flux Power Holdings Inc,INDUSTRIAL,ELECTREQUIP
FSLR,First Solar Inc,INDUSTRIAL,ELECTREQUIP
FSS,Federal Signal Corp.,INDUSTRIAL,TRANSPORTEQUIP
FSTR,L.B. Foster Co,INDUSTRIAL,TRANSPORTEQUIP
FTEK,Fuel Tech Inc,INDUSTRIAL,MACHINE
FWRD,Forward Air Corp,INDUSTRIAL,TRAINTRUCK
GBX,Greenbrier Cos Inc (The),INDUSTRIAL,TRANSPORTEQUIP
GD,General Dynamics Corp,INDUSTRIAL,AERODEF
GE,General Electric Co,INDUSTRIAL,MACHINE
GENC,Gencor Industries Inc,INDUSTRIAL,MACHINE
GGG,Graco Inc.,INDUSTRIAL,MACHINE
GHM,Graham Corp,INDUSTRIAL,MACHINE
GIFI,Gulf Island Fabrication Inc,INDUSTRIAL,TRANSPORTEQUIP
GLBS,Globus Maritime Ltd,INDUSTRIAL,TRAINTRUCK
GLDD,Great Lakes Dredge & Dock Corp,INDUSTRIAL,FACIL
GNRC,Generac Holdings Inc,INDUSTRIAL,ELECTREQUIP
GOGL,Golden Ocean Group Ltd,INDUSTRIAL,TRAINTRUCK
GOL,Gol Linhas Aereas Inteligentes SA,INDUSTRIAL,PASSENGERTRANS
GRC,Gorman-Rupp Co (The),INDUSTRIAL,MACHINE
GSL,Global Ship Lease Inc,INDUSTRIAL,TRAINTRUCK
GTLS,Chart Industries Inc,INDUSTRIAL,MACHINE
GVA,Granite Construction Inc.,INDUSTRIAL,FACIL
GWW,Grainger (W.W.) Inc,INDUSTRIAL,INDLDIST
HA,Hawaiian Holdings Inc,INDUSTRIAL,PASSENGERTRANS
HBP,Huttig Building Products Inc,INDUSTRIAL,INDLDIST
HCHC,HC2 Holdings Inc,INDUSTRIAL,FACIL
HDSN,Hudson Technologies Inc,INDUSTRIAL,INDLDIST
HEES,H&E Equipment Services Inc,INDUSTRIAL,INDLDIST
HEI,HEICO Corp,INDUSTRIAL,AERODEF
HI,Hillenbrand Inc,INDUSTRIAL,MACHINE
HIL,Hill International Inc,INDUSTRIAL,FACIL
HLIO,Helios Technologies Inc,INDUSTRIAL,MACHINE
HOLI,Hollysys Automation Technologies Ltd,INDUSTRIAL,MACHINE
HON,Honeywell International Inc,INDUSTRIAL,MACHINE
HRI,Herc Holdings Inc,INDUSTRIAL,INDLDIST
HTLD,Heartland Express Inc,INDUSTRIAL,TRAINTRUCK
HUBG,Hub Group Inc,INDUSTRIAL,TRAINTRUCK
HURC,Hurco Cos Inc,INDUSTRIAL,MACHINE
HWCC,Houston Wire & Cable Co,INDUSTRIAL,INDLDIST
HXL,Hexcel Corp,INDUSTRIAL,AERODEF
IESC,IES Holdings Inc,INDUSTRIAL,FACIL
IEX,IDEX Corp,INDUSTRIAL,MACHINE
IPGP,IPG Photonics Corp,INDUSTRIAL,MACHINE
ISNS,Image Sensing Systems Inc,INDUSTRIAL,TRANSPORTEQUIP
ISSC,Innovative Solutions and Support Inc,INDUSTRIAL,AERODEF
ITRI,Itron Inc,INDUSTRIAL,ELECTREQUIP
ITT,ITT Inc,INDUSTRIAL,MACHINE
ITW,Illinois Tool Works Inc.,INDUSTRIAL,MACHINE
J,Jacobs Engineering Group Inc.,INDUSTRIAL,FACIL
JBHT,J.B. Hunt Transport Services Inc.,INDUSTRIAL,TRAINTRUCK
JBLU,JetBlue Airways Corp,INDUSTRIAL,PASSENGERTRANS
JBT,John Bean Technologies Corp,INDUSTRIAL,MACHINE
JCI,Johnson Controls International Plc,INDUSTRIAL,MACHINE
JCTCF,Jewett-Cameron Trading Co Ltd,INDUSTRIAL,INDLDIST
JKS,JinkoSolar Holding Co Ltd,INDUSTRIAL,ELECTREQUIP
KAI,Kadant Inc.,INDUSTRIAL,MACHINE
KAMN,Kaman Corp,INDUSTRIAL,AERODEF
KBR,KBR Inc,INDUSTRIAL,AERODEF
KEX,Kirby Corp,INDUSTRIAL,TRAINTRUCK
KMT,Kennametal Inc.,INDUSTRIAL,MACHINE
KNDI,Kandi Technolgies Group Inc,INDUSTRIAL,ELECTREQUIP
KNX,Knight-Swift Transportation Holdings Inc,INDUSTRIAL,TRAINTRUCK
KSU,Kansas City Southern,INDUSTRIAL,TRAINTRUCK
KTOS,Kratos Defense & Security Solutions Inc,INDUSTRIAL,AERODEF
LAWS,Lawson Products Inc,INDUSTRIAL,INDLDIST
LDL,Lydall Inc.,INDUSTRIAL,MACHINE
LDOS,Leidos Holdings Inc,INDUSTRIAL,AERODEF
LECO,Lincoln Electric Holdings Inc,INDUSTRIAL,MACHINE
LHX,L3Harris Technologies Inc,INDUSTRIAL,AERODEF
LII,Lennox International Inc.,INDUSTRIAL,MACHINE
LMT,Lockheed Martin Corp,INDUSTRIAL,AERODEF
LNN,Lindsay Corp,INDUSTRIAL,MACHINE
LPTH,LightPath Technologies Inc,INDUSTRIAL,MACHINE
LSTR,Landstar System Inc,INDUSTRIAL,DELIVERY
LUV,Southwest Airlines Co.,INDUSTRIAL,PASSENGERTRANS
LYTS,LSI Industries Inc,INDUSTRIAL,ELECTREQUIP
MANT,ManTech International Corp,INDUSTRIAL,AERODEF
MATX,Matson Inc,INDUSTRIAL,TRAINTRUCK
MDU,MDU Resources Group Inc.,INDUSTRIAL,FACIL
MIC,Macquarie Infrastructure Corp,INDUSTRIAL,TRAINTRUCK
MIDD,Middleby Corp (The),INDUSTRIAL,MACHINE
MLAB,Mesa Laboratories Inc,INDUSTRIAL,MACHINE
MLR,Miller Industries Inc/TN,INDUSTRIAL,TRANSPORTEQUIP
MNTX,Manitex International Inc,INDUSTRIAL,MACHINE
MOD,Modine Manufacturing Co,INDUSTRIAL,MACHINE
MOG-A,Moog Inc.,INDUSTRIAL,AERODEF
MRCY,Mercury Systems Inc,INDUSTRIAL,AERODEF
MRTN,Marten Transport Ltd,INDUSTRIAL,TRAINTRUCK
MSA,MSA Safety Inc,INDUSTRIAL,MACHINE
MSM,MSC Industrial Direct Co Inc.,INDUSTRIAL,INDLDIST
MTOR,Meritor Inc,INDUSTRIAL,TRANSPORTEQUIP
MTRX,Matrix Service Co,INDUSTRIAL,FACIL
MTW,Manitowoc Co Inc (The),INDUSTRIAL,MACHINE
MTZ,MasTec Inc.,INDUSTRIAL,FACIL
MWA,Mueller Water Products Inc,INDUSTRIAL,MACHINE
MYRG,MYR Group Inc,INDUSTRIAL,FACIL
NAV,Navistar International Corp,INDUSTRIAL,TRANSPORTEQUIP
NDSN,Nordson Corp,INDUSTRIAL,MACHINE
NM,Navios Maritime Holdings Inc,INDUSTRIAL,TRAINTRUCK
NMM,Navios Maritime Partners LP,INDUSTRIAL,TRAINTRUCK
NOC,Northrop Grumman Corp,INDUSTRIAL,AERODEF
NPK,National Presto Industries Inc.,INDUSTRIAL,AERODEF
NPO,EnPro Industries Inc.,INDUSTRIAL,MACHINE
NSC,Norfolk Southern Corp,INDUSTRIAL,TRAINTRUCK
ODFL,Old Dominion Freight Line Inc,INDUSTRIAL,TRAINTRUCK
OEG,Orbital Energy Group Inc,INDUSTRIAL,MACHINE
OESX,Orion Energy Systems Inc,INDUSTRIAL,ELECTREQUIP
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV,INDUSTRIAL,TRAINTRUCK
OMEX,Odyssey Marine Exploration Inc.,INDUSTRIAL,FACIL
OPTT,Ocean Power Technologies Inc,INDUSTRIAL,ELECTREQUIP
ORN,Orion Group Holdings Inc,INDUSTRIAL,FACIL
OSK,Oshkosh Corp,INDUSTRIAL,MACHINE
PAC,Grupo Aeroportuario Del Pacifico SA,INDUSTRIAL,TRAINTRUCK
PBI,Pitney Bowes Inc.,INDUSTRIAL,DELIVERY
PCAR,PACCAR Inc,INDUSTRIAL,TRANSPORTEQUIP
PFIE,Profire Energy Inc,INDUSTRIAL,MACHINE
PFIN,P & F Industries Inc,INDUSTRIAL,MACHINE
PFSW,PFSweb Inc,INDUSTRIAL,DELIVERY
PH,Parker-Hannifin Corp,INDUSTRIAL,MACHINE
PLOW,Douglas Dynamics Inc,INDUSTRIAL,TRANSPORTEQUIP
PLPC,Preformed Line Products Co,INDUSTRIAL,ELECTREQUIP
PLUG,Plug Power Inc,INDUSTRIAL,ELECTREQUIP
POOL,Pool Corp,INDUSTRIAL,INDLDIST
POWL,Powell Industries Inc,INDUSTRIAL,ELECTREQUIP
PRIM,Primoris Services Corp,INDUSTRIAL,FACIL
PTSI,P.A.M. Transportation Services Inc,INDUSTRIAL,TRAINTRUCK
PWR,Quanta Services Inc.,INDUSTRIAL,FACIL
QADA,QAD Inc,INDUSTRIAL,MACHINE
R,Ryder System Inc,INDUSTRIAL,TRAINTRUCK
RADA,RADA Electronic Industries Ltd,INDUSTRIAL,AERODEF
RAIL,FreightCar America Inc,INDUSTRIAL,TRANSPORTEQUIP
RBA,Ritchie Bros Auctioneers Inc,INDUSTRIAL,INDLDIST
RBC,Regal Beloit Corp,INDUSTRIAL,ELECTREQUIP
RCON,Recon Technology Ltd,INDUSTRIAL,MACHINE
RGR,Sturm Ruger & Co Inc.,INDUSTRIAL,AERODEF
RLGT,Radiant Logistics Inc,INDUSTRIAL,DELIVERY
ROK,Rockwell Automation Inc.,INDUSTRIAL,MACHINE
RTX,Raytheon Technologies Corp,INDUSTRIAL,AERODEF
RYAAY,Ryanair Holdings PLC,INDUSTRIAL,PASSENGERTRANS
SAIA,Saia Inc,INDUSTRIAL,TRAINTRUCK
SB,Safe Bulkers Inc,INDUSTRIAL,TRAINTRUCK
SBLK,Star Bulk Carriers Corp,INDUSTRIAL,TRAINTRUCK
SCX,L.S. Starrett Co (The),INDUSTRIAL,MACHINE
SFL,SFL Corp Ltd,INDUSTRIAL,TRAINTRUCK
SGLB,Sigma Labs Inc,INDUSTRIAL,MACHINE
SHIP,Seanergy Maritime Holdings Corp,INDUSTRIAL,TRAINTRUCK
SHYF,The Shyft Group Inc,INDUSTRIAL,TRANSPORTEQUIP
SIF,SIFCO Industries Inc.,INDUSTRIAL,AERODEF
SINO,Sino-Global Shipping America Ltd,INDUSTRIAL,DELIVERY
SKYW,SkyWest Inc,INDUSTRIAL,PASSENGERTRANS
SMIT,Schmitt Industries Inc,INDUSTRIAL,MACHINE
SNA,Snap-On Inc,INDUSTRIAL,MACHINE
SOL,Renesola Ltd,INDUSTRIAL,FACIL
SPR,Spirit Aerosystems Holdings Inc,INDUSTRIAL,AERODEF
SPWR,SunPower Corp,INDUSTRIAL,ELECTREQUIP
SPXC,SPX Corp,INDUSTRIAL,MACHINE
SSYS,Stratasys Ltd,INDUSTRIAL,MACHINE
STN,Stantec Inc,INDUSTRIAL,FACIL
STRL,Sterling Construction Co Inc,INDUSTRIAL,FACIL
SVT,Servotronics Inc.,INDUSTRIAL,ELECTREQUIP
SWBI,Smith & Wesson Brands Inc,INDUSTRIAL,AERODEF
SWK,Stanley Black & Decker Inc,INDUSTRIAL,MACHINE
SWX,Southwest Gas Holdings Inc,INDUSTRIAL,FACIL
SXI,Standex International Corp,INDUSTRIAL,MACHINE
SYPR,Sypris Solutions Inc,INDUSTRIAL,TRANSPORTEQUIP
SYX,Systemax Inc.,INDUSTRIAL,INDLDIST
TATT,TAT Technologies Ltd,INDUSTRIAL,AERODEF
TDG,TransDigm Group Inc,INDUSTRIAL,AERODEF
TDY,Teledyne Technologies Inc.,INDUSTRIAL,MACHINE
TEX,Terex Corp,INDUSTRIAL,MACHINE
TFII,TFI International Inc,INDUSTRIAL,TRAINTRUCK
TGI,Triumph Group Inc.,INDUSTRIAL,AERODEF
TISI,Team Inc,INDUSTRIAL,FACIL
TITN,Titan Machinery Inc,INDUSTRIAL,INDLDIST
TKR,Timken Co (The),INDUSTRIAL,ELECTREQUIP
TNC,Tennant Co,INDUSTRIAL,MACHINE
TPC,Tutor Perini Corp,INDUSTRIAL,FACIL
TRN,Trinity Industries Inc.,INDUSTRIAL,TRANSPORTEQUIP
TT,Trane Technologies plc,INDUSTRIAL,MACHINE
TTC,Toro Co (The),INDUSTRIAL,MACHINE
TTEK,Tetra Tech Inc,INDUSTRIAL,FACIL
TWI,Titan International Inc,INDUSTRIAL,MACHINE
TWIN,Twin Disc Inc,INDUSTRIAL,TRANSPORTEQUIP
TXT,Textron Inc,INDUSTRIAL,AERODEF
UAL,United Airlines Holdings Inc,INDUSTRIAL,PASSENGERTRANS
ULBI,Ultralife Corp,INDUSTRIAL,ELECTREQUIP
UNP,Union Pacific Corp,INDUSTRIAL,TRAINTRUCK
UPS,United Parcel Service Inc,INDUSTRIAL,DELIVERY
URI,United Rentals Inc.,INDUSTRIAL,INDLDIST
USAK,USA Truck Inc,INDUSTRIAL,TRAINTRUCK
VPG,Vishay Precision Group Inc,INDUSTRIAL,MACHINE
VSEC,VSE Corp,INDUSTRIAL,DELIVERY
WAB,Westinghouse Air Brake Technologies Corp,INDUSTRIAL,TRANSPORTEQUIP
WCC,WESCO International Inc,INDUSTRIAL,INDLDIST
WERN,Werner Enterprises Inc.,INDUSTRIAL,TRAINTRUCK
WIRE,Encore Wire Corp,INDUSTRIAL,ELECTREQUIP
WLMS,Williams Industrial Services Group Inc,INDUSTRIAL,FACIL
WNC,Wabash National Corp,INDUSTRIAL,TRANSPORTEQUIP
WSO,Watsco Inc,INDUSTRIAL,INDLDIST
WTS,Watts Water Technologies Inc,INDUSTRIAL,MACHINE
WWD,Woodward Inc,INDUSTRIAL,AERODEF
XPO,XPO Logistics Inc,INDUSTRIAL,DELIVERY
YELL,Yellow Corp,INDUSTRIAL,TRAINTRUCK
ZNH,China Southern Airlines Co Ltd,INDUSTRIAL,PASSENGERTRANS
AAU,Almaden Minerals Ltd,MATERIALS,ORE
ACH,Aluminum Corp of China Ltd,MATERIALS,METAL
ADES,Advanced Emissions Solutions Inc,MATERIALS,CHEMSPECIAL
AEHL,Antelope Enterprise Holdings Ltd,MATERIALS,MATCONSTR
AEM,Agnico Eagle Mines Ltd,MATERIALS,ORE
AG,First Majestic Silver Corp,MATERIALS,ORE
AGI,Alamos Gold Inc,MATERIALS,ORE
ALB,Albemarle Corp,MATERIALS,CHEMSPECIAL
ALTO,Alto Ingredients Inc,MATERIALS,CHEMCOMMOD
AMRS,Amyris Inc,MATERIALS,CHEMSPECIAL
AP,Ampco-Pittsburgh Corp,MATERIALS,METAL
APD,Air Products and Chemicals Inc.,MATERIALS,CHEMCOMMOD
APOG,Apogee Enterprises Inc,MATERIALS,MATCONSTR
APT,Alpha Pro Tech Ltd.,MATERIALS,MATCONSTR
ASH,Ashland Global Holdings Inc,MATERIALS,CHEMSPECIAL
ASM,Avino Silver & Gold Mines Ltd,MATERIALS,ORE
ATI,Allegheny Technologies Inc,MATERIALS,METAL
ATR,AptarGroup Inc.,MATERIALS,PACKAGING
AU,AngloGold Ashanti Ltd,MATERIALS,ORE
AUMN,Golden Minerals Co,MATERIALS,ORE
AUY,Yamana Gold Inc,MATERIALS,ORE
AVD,American Vanguard Corp,MATERIALS,CHEMSPECIAL
AVNT,Avient Corp,MATERIALS,CHEMSPECIAL
AVY,Avery Dennison Corp,MATERIALS,PACKAGING
AWI,Armstrong World Industries Inc,MATERIALS,MATCONSTR
BCPC,Balchem Corp,MATERIALS,CHEMSPECIAL
BHP,BHP Group Ltd,MATERIALS,ORE
BLL,Ball Corp,MATERIALS,PACKAGING
BTG,B2Gold Corp,MATERIALS,ORE
BVN,Compania De Minas Buenaventura SAA,MATERIALS,ORE
BWEN,Broadwind Inc,MATERIALS,MATCONSTR
CBT,Cabot Corp,MATERIALS,CHEMCOMMOD
CCF,Chase Corp,MATERIALS,CHEMSPECIAL
CCK,Crown Holdings Inc,MATERIALS,PACKAGING
CCMP,CMC Materials Inc,MATERIALS,CHEMSPECIAL
CDE,Coeur Mining Inc,MATERIALS,ORE
CDXS,Codexis Inc,MATERIALS,CHEMSPECIAL
CE,Celanese Corp,MATERIALS,CHEMCOMMOD
CENX,Century Aluminum Co,MATERIALS,METAL
CF,CF Industries Holdings Inc,MATERIALS,CHEMSPECIAL
CGA,China Green Agriculture Inc,MATERIALS,CHEMSPECIAL
CIX,CompX International Inc.,MATERIALS,MATCONSTR
CLF,Cleveland-Cliffs Inc,MATERIALS,ORE
CMC,Commercial Metals Co,MATERIALS,METAL
CMP,Compass Minerals International Inc.,MATERIALS,MININGOTHER
CNR,Cornerstone Building Brands Inc,MATERIALS,MATCONSTR
CPSH,CPS Technologies Corp,MATERIALS,MATOTHER
CRH,CRH PLC,MATERIALS,MATCONSTR
CRS,Carpenter Technology Corp,MATERIALS,METAL
CSCW,Color Star Technology Co Ltd,MATERIALS,MATCONSTR
CSL,Carlisle Cos Inc,MATERIALS,MATCONSTR
CVR,Chicago Rivet & Machine Co.,MATERIALS,METAL
CX,Cemex SAB de CV,MATERIALS,MATCONSTR
CXDC,China XD Plastics Co Ltd,MATERIALS,CHEMSPECIAL
DD,DuPont De Nemours Inc,MATERIALS,CHEMSPECIAL
DOOR,Masonite International Corp,MATERIALS,MATCONSTR
DQ,Daqo New Energy Corp,MATERIALS,CHEMSPECIAL
DRD,DRDGold Ltd,MATERIALS,ORE
ECL,Ecolab Inc.,MATERIALS,CHEMSPECIAL
EGO,Eldorado Gold Corp,MATERIALS,ORE
EML,Eastern Co (The),MATERIALS,METAL
EMN,Eastman Chemical Co,MATERIALS,CHEMSPECIAL
EMX,EMX Royalty Corp,MATERIALS,MININGOTHER
EVGN,Evogene Ltd,MATERIALS,CHEMSPECIAL
EXK,Endeavour Silver Corp,MATERIALS,ORE
EXP,Eagle Materials Inc,MATERIALS,MATCONSTR
FCX,Freeport-McMoRan Inc,MATERIALS,ORE
FFHL,Fuwei Films (Holdings) Co Ltd,MATERIALS,PLASTIC
FMC,FMC Corp.,MATERIALS,CHEMSPECIAL
FNV,Franco-Nevada Corp,MATERIALS,ORE
FOE,Ferro Corp.,MATERIALS,CHEMSPECIAL
FRD,Friedman Industries Inc,MATERIALS,METAL
FSI,Flexible Solutions International Inc,MATERIALS,CHEMSPECIAL
FSM,Fortuna Silver Mines Inc,MATERIALS,ORE
FTK,Flotek Industries Inc,MATERIALS,CHEMSPECIAL
FUL,H.B. Fuller Co.,MATERIALS,CHEMSPECIAL
GAU,Galiano Gold Inc,MATERIALS,ORE
GEF,Greif Inc.,MATERIALS,PACKAGING
GEL,Genesis Energy LP,MATERIALS,CHEMCOMMOD
GEVO,Gevo Inc,MATERIALS,CHEMCOMMOD
GFI,Gold Fields Ltd,MATERIALS,ORE
GLT,Glatfelter Corp,MATERIALS,MATOTHER
GLW,Corning Inc,MATERIALS,MINERAL
GOLD,Barrick Gold Corp,MATERIALS,ORE
GORO,Gold Resource Corp,MATERIALS,ORE
GPK,Graphic Packaging Holding Co,MATERIALS,PACKAGING
GPL,Great Panther Mining Limited,MATERIALS,ORE
GPRE,Green Plains Inc,MATERIALS,CHEMCOMMOD
GRA,Grace (W R) & Co,MATERIALS,CHEMSPECIAL
GSM,Ferroglobe PLC,MATERIALS,METAL
GSS,Golden Star Resources Ltd.,MATERIALS,ORE
GURE,Gulf Resources Inc,MATERIALS,CHEMCOMMOD
HAYN,Haynes International Inc,MATERIALS,METAL
HBM,Hudbay Minerals Inc,MATERIALS,ORE
HIHO,Highway Holdings Ltd,MATERIALS,METAL
HL,Hecla Mining Co,MATERIALS,ORE
HMY,Harmony Gold Mining Co Ltd,MATERIALS,ORE
HSC,Harsco Corp,MATERIALS,MATOTHER
HUN,Huntsman Corp,MATERIALS,CHEMSPECIAL
HWKN,Hawkins Inc,MATERIALS,CHEMSPECIAL
HWM,Howmet Aerospace Inc,MATERIALS,METAL
IAG,IAMGold Corp,MATERIALS,ORE
IFF,International Flavors & Fragrances Inc,MATERIALS,CHEMSPECIAL
IIIN,Insteel Industries Inc,MATERIALS,MATCONSTR
IKNX,Ikonics Corp,MATERIALS,CHEMSPECIAL
INGR,Ingredion Inc,MATERIALS,CHEMSPECIAL
IOSP,Innospec Inc,MATERIALS,CHEMSPECIAL
IP,International Paper Co,MATERIALS,PACKAGING
IPI,Intrepid Potash Inc,MATERIALS,MININGOTHER
ITP,IT Tech Packaging Inc,MATERIALS,PACKAGING
JHX,James Hardie Industries Plc,MATERIALS,MATCONSTR
KALU,Kaiser Aluminum Corp,MATERIALS,METAL
KGC,Kinross Gold Corp,MATERIALS,ORE
KOP,Koppers Holdings Inc,MATERIALS,MATOTHER
KRA,Kraton Corp,MATERIALS,CHEMSPECIAL
KRO,Kronos Worldwide Inc,MATERIALS,CHEMSPECIAL
KWR,Quaker Chemical Corp,MATERIALS,CHEMSPECIAL
LEU,Centrus Energy Corp,MATERIALS,CHEMCOMMOD
